Sample.ID,Plant.ID,SpCode,LatinName,Layer,Life.Form,Harvest.Date,Processing.Date,Site,GPS.lat,GPS.long,Canopy,Rocks,Slope,Humus.depth,Reprod.stage,Veg.Ht,Reprod.Ht,Root.Loca,Min.Root.Loca,Max.Root.Loca,Storage.Organ,Nb.leaves,Nb.leaflets,Leaf.tot.area(cm2),Leaf.tot.wet.weight(g),Leaf.tot.dry.weight(g),Petiol.wet.weight(g),Petiol.dry.weight(g),Support.dry.weight(g),Reprod.dry.weight(g),Storage.dry.weight(g),Total.dry.weight(g),Lamina.thck(?m),Vein.thck(?m),LMA(g/cm2),LDMC(g/g),Leaf.Area(cm2),Leaf.Mass.Frac,Supp.Mass.Frac,Rep.Mass.Frac,Stor.Mass.Frac,Fine.Root.Diam(mm),SRL(cm/mg),Myc.Frac(sp.average),Note,
320,COAL5,COAL,Cornus_alternifolia,Understory,Shrub,28-06-2016,29-06-2016,Mont Mégantic - Chalet,335299,5034599,GapF,NA,flat,NA,0,78,NA,NA,NA,NA,NA,19,NA,305.9,3.04,0.852,0.2,0.34,0.622,0,NA,1.814,90.67,350.56,0.0039,0.368,16.1,0.66,0.34,0,NA,NA,NA,NA,,
318,COAL6,COAL,Cornus_alternifolia,Understory,Shrub,28-06-2016,29-06-2016,Mont Mégantic - Chalet,335259,5034357,GapF,NA,flat,NA,0,74,NA,NA,NA,NA,NA,6,NA,142.8,1.43,0.372,0.122,0.024,0.308,0,NA,0.704,93.42,427.89,0.0028,0.255,23.8,0.56,0.44,0,NA,NA,NA,NA,,
319,COAL7,COAL,Cornus_alternifolia,Understory,Shrub,28-06-2016,29-06-2016,Mont Mégantic - Chalet,335259,5034357,GapF,NA,flat,NA,0,43,NA,NA,NA,NA,NA,6,NA,218.1,2.03,0.602,0.166,0.038,0.619,0,NA,1.259,88.83,538.44,0.0029,0.291,36.35,0.51,0.49,0,NA,NA,NA,NA,,
321,COAL8,COAL,Cornus_alternifolia,Understory,Shrub,28-06-2016,29-06-2016,Mont Mégantic - Chalet,335265,5034339,GapF,no,flat,NA,0,84,NA,NA,NA,NA,NA,22,NA,489.2,4.68,1.17,0.82,0.131,1.07,0,NA,2.371,90.33,526.56,0.0027,0.237,22.24,0.55,0.45,0,NA,NA,NA,NA,,
438,COAL9,COAL,Cornus_alternifolia,Understory,Shrub,14-07-2016,15-07-2016,Mont Bellevue,271685,5029759,GapF,yes,flat,NA,0,NA,NA,NA,NA,NA,NA,42,NA,1050.7,14,4.93,2.24,0.544,2.43,0.871,NA,8.775,128.58,495.56,0.0052,0.337,25.02,0.62,0.28,0.1,NA,NA,NA,NA,,
194,COCA1,COCA,Cornus_canadensis,Understory,Forb,08-06-2016,09-06-2016,Johnville,284940,5025048,GapF,no,midhill,3,0,18,NA,4,4,4,rhizome,4,NA,55.5,0.518,0.111,0,0,0.0392,0,0,0.1502,112.5,299.44,0.002,0.214,13.88,0.74,0.26,0,0,0.2542,11.48597,0.7,,
212,COCA10,COCA,Cornus_canadensis,Understory,Forb,13-06-2016,14-06-2016,Johnville,284629,5025109,GapM,no,midhill,10,3,13.5,15,1,1,1,rhizome,6,NA,38.5,0.366,0.078,0,0,0.0023,0.0017,0,0.082,113.58,258.22,0.002,0.213,6.42,0.95,0.03,0.02,0,0.2718,11.986742,0.7,,
195,COCA2,COCA,Cornus_canadensis,Understory,Forb,08-06-2016,09-06-2016,Johnville,284940,5025048,Gap,yes,midhill,7,3,19.5,20.5,3/4,3,4,rhizome,9,NA,52.1,0.472,0.092,0,0,0.0522,0.0159,0,0.1597,94.83,196.33,0.0018,0.194,5.78,0.57,0.33,0.1,0,0.306,5.909288,0.7,9 feuilles? C'est étrange mais vrai,
198,COCA3,COCA,Cornus_canadensis,Understory,Forb,08-06-2016,09-06-2016,Johnville,284940,5025048,ClosedM,no,bottomhill,2,0,14,NA,4,4,4,rhizome,4,NA,47.5,0.463,0.093,0,0,0.0288,0,0,0.1219,115.75,293.22,0.002,0.201,11.88,0.76,0.24,0,0,0.2459,14.856467,0.7,,
196,COCA4,COCA,Cornus_canadensis,Understory,Forb,08-06-2016,09-06-2016,Johnville,284940,5025048,ClosedM,no,flat,14,3,14.5,15.5,1,1,1,rhizome,6,NA,43.8,0.404,0.071,0,0,0.0332,0.0114,0,0.1152,95.67,228.33,0.0016,0.175,7.29,0.61,0.29,0.1,0,0.2845,10.447249,0.7,,
197,COCA5,COCA,Cornus_canadensis,Understory,Forb,08-06-2016,09-06-2016,Johnville,284940,5025048,GapM,no,flat,17,0,14,NA,1,1,1,rhizome,4,NA,37.3,0.339,0.068,0,0,0.0313,0,0,0.0993,100,247.67,0.0018,0.201,9.33,0.68,0.32,0,0,0.28,11.675556,0.7,,
199,COCA6,COCA,Cornus_canadensis,Understory,Forb,08-06-2016,09-06-2016,Johnville,284940,5025048,GapM,no,flat,19,0,15,NA,0,0,0,rhizome,6,NA,48.4,0.441,0.074,0,0,0.018,0,0,0.0918,107.08,277.89,0.0015,0.167,8.07,0.8,0.2,0,0,0.3004,10.435148,0.7,2 cotylédons bien développés,
204,COCA7,COCA,Cornus_canadensis,Understory,Forb,09-06-2016,10-06-2016,Johnville,284940,5025048,GapM,no,bottomhill,4,0,13,NA,4,4,4,rhizome,4,NA,23.1,0.192,0.042,0,0,0.017,0,0,0.0593,89.42,205.11,0.0018,0.22,5.79,0.71,0.29,0,0,0.2903,10.174673,0.7,,
205,COCA8,COCA,Cornus_canadensis,Understory,Forb,09-06-2016,10-06-2016,Johnville,284940,5025048,ClosedM,no,flat,13,3,13,15,0,0,0,rhizome,6,NA,31.8,0.276,0.057,0,0,0.0305,0.009,0,0.0966,92.92,176.67,0.0018,0.207,5.3,0.59,0.32,0.09,0,0.3233,10.312701,0.7,,
214,COCA9,COCA,Cornus_canadensis,Understory,Forb,13-06-2016,14-06-2016,Johnville,284629,5025109,GapM,yes,flat,5,0,12.5,NA,2,2,2,rhizome,4,NA,55.7,0.505,0.117,0,0,0.026,0,0,0.143,110.83,350.78,0.0021,0.232,13.92,0.82,0.18,0,0,0.3001,7.082352,0.7,,
565,COCO1,COCO,Corylus_cornuta,Understory,Shrub,15-08-2016,16-08-2016,Johnville,284373,5025125,GapF,NA,flat,NA,4,185,153,NA,NA,NA,NA,39,NA,1229.3,12.1,4.99,0.438,0.157,3.46,1.56,NA,10.167,104.42,424,0.0042,0.411,31.52,0.51,0.34,0.15,NA,NA,NA,NA,,
578,COCO2,COCO,Corylus_cornuta,Understory,Shrub,16-08-2016,17-08-2016,Johnville,284418,5025074,ClosedF,NA,flat,NA,0,250,NA,NA,NA,NA,NA,17,NA,549.4,4.27,1.69,0.259,0.079,1.05,0.0497,NA,2.8686,111.58,470.56,0.0032,0.391,32.32,0.62,0.37,0.02,NA,NA,NA,NA,,
579,COCO3,COCO,Corylus_cornuta,Understory,Shrub,16-08-2016,17-08-2016,Johnville,284418,5025074,ClosedF,NA,flat,NA,0,213,NA,NA,NA,NA,NA,13,NA,489.2,3.84,1.33,0.274,0.075,0.779,0.033,NA,2.2173,101,413.33,0.0029,0.342,37.63,0.63,0.35,0.01,NA,NA,NA,NA,,
582,COCO4,COCO,Corylus_cornuta,Understory,Shrub,16-08-2016,17-08-2016,Johnville,284410,5025042,ClosedM,NA,tophill,NA,4,189,NA,NA,NA,NA,NA,24,NA,736.3,5.51,2.28,0.241,0.084,3.93,2.4,NA,8.6939,104,347.78,0.0032,0.411,30.68,0.27,0.45,0.28,NA,NA,NA,NA,,
584,COCO5,COCO,Corylus_cornuta,Understory,Shrub,16-08-2016,17-08-2016,Johnville,284410,5025042,ClosedM,NA,tophill,NA,3,267,NA,NA,NA,NA,NA,44,NA,1608.4,11.8,4.5,0.739,0.219,3.49,0.115,NA,8.324,106.25,416.22,0.0029,0.376,36.55,0.57,0.42,0.01,NA,NA,NA,NA,,
590,COCO6,COCO,Corylus_cornuta,Understory,Shrub,17-08-2016,18-08-2016,Johnville,284384,5025472,GapM,NA,bottomhill,NA,4,234,NA,NA,NA,NA,NA,48,NA,1552.8,14.4,6.51,0.597,0.237,4.16,0.109,NA,11.016,104.67,372.67,0.0043,0.45,32.35,0.61,0.38,0.01,NA,NA,NA,NA,,
592,COCO7,COCO,Corylus_cornuta,Understory,Shrub,17-08-2016,18-08-2016,Johnville,284384,5025472,GapM,NA,bottomhill,NA,4,221,NA,NA,NA,NA,NA,54,NA,1514.2,12.2,5.15,0.65,0.225,5.11,0.0587,NA,10.5437,95.83,391.33,0.0035,0.418,28.04,0.51,0.48,0.01,NA,NA,NA,NA,,
34,COTR1,COTR,Coptis_trifolia,Understory,Forb,11-05-2016,12-05-2016,Johnville,284894,5025064,ClosedR,no,flat,12,0,4.5,NA,1,1,1,bulb,3,NA,9,0.096,0.04,0,0,0.0127,0,0,0.0526,141.44,275.33,0.0044,0.418,3.01,0.76,0.24,0,0,0.3084,6.315057,0.65,,
47,COTR10,COTR,Coptis_trifolia,Understory,Forb,12-05-2016,13-05-2016,Johnville,284950,5025001,ClosedR,no,flat,10,0,4,NA,0/1,0,1,bulb,6,NA,12.5,0.118,0.048,0,0,0.02,0,0,0.0683,131.11,219.33,0.0039,0.409,2.08,0.71,0.29,0,0,0.3114,6.679202,0.65,,
33,COTR2,COTR,Coptis_trifolia,Understory,Forb,11-05-2016,12-05-2016,Johnville,284894,5025064,ClosedR,no,flat,18,0,4,NA,0/1,0,1,bulb,3,NA,6.1,0.058,0.023,0,0,0.0083,0,0,0.0317,129,202,0.0038,0.404,2.04,0.74,0.26,0,0,0.3076,9.222528,0.65,,
35,COTR3,COTR,Coptis_trifolia,Understory,Forb,11-05-2016,12-05-2016,Johnville,284894,5025064,ClosedR,no,flat,8,0,4.5,NA,0,0,0,bulb,6,NA,16.3,0.177,0.065,0,0,0.0211,0,0,0.0859,143.67,254.33,0.004,0.366,2.72,0.75,0.25,0,0,0.3186,7.756364,0.65,,
32,COTR4,COTR,Coptis_trifolia,Understory,Forb,11-05-2016,12-05-2016,Johnville,284894,5025064,ClosedR,no,flat,9,0,3,NA,0/1,0,1,bulb,6,NA,9.4,0.106,0.047,0,0,0.0194,0,0,0.0662,147.33,255,0.005,0.442,1.57,0.71,0.29,0,0,0.2998,7.31397,0.65,,
36,COTR5,COTR,Coptis_trifolia,Understory,Forb,11-05-2016,12-05-2016,Johnville,284894,5025064,ClosedR,no,flat,19,0,3.5,NA,0/1,0,1,bulb,3,NA,8.1,0.09,0.034,0,0,0.0077,0,0,0.0421,147.33,255,0.0042,0.381,2.71,0.82,0.18,0,0,0.2943,8.849238,0.65,,
37,COTR6,COTR,Coptis_trifolia,Understory,Forb,11-05-2016,12-05-2016,Johnville,284950,5025001,ClosedR,no,tophill,17,0,7,NA,0/1,0,1,bulb,9,NA,20.5,0.219,0.091,0,0,0.043,0,0,0.1338,144.56,243,0.0044,0.415,2.28,0.68,0.32,0,0,0.2734,8.058739,0.65,,
42,COTR7,COTR,Coptis_trifolia,Understory,Forb,12-05-2016,13-05-2016,Johnville,284950,5025001,ClosedM,no,tophill,8,0,6,NA,0/1,0,1,bulb,6,NA,15.3,0.161,0.065,0,0,0.0272,0,0,0.0924,152.78,263.33,0.0043,0.405,2.55,0.71,0.29,0,0,0.2861,7.648731,0.65,,
203,COTR8,COTR,Coptis_trifolia,Understory,Forb,08-06-2016,09-06-2016,Johnville,284940,5025048,Gap,yes,midhill,6,0,5.5,NA,0/2,0,2,rhizome,3,NA,7,0.073,0.02,0,0,0.0073,0,0,0.0268,127.89,258,0.0028,0.267,2.35,0.73,0.27,0,0,0.2931,6.642059,0.65,,
43,COTR9,COTR,Coptis_trifolia,Understory,Forb,12-05-2016,13-05-2016,Johnville,284950,5025001,ClosedF,no,flat,4,0,6.5,NA,0/1,0,1,bulb,6,NA,15.7,0.178,0.077,0,0,0.0323,0,0,0.109,152.56,273,0.0049,0.431,2.62,0.7,0.3,0,0,0.3631,4.368412,0.65,,
101,CYAC1,CYAC,Cypripedium_acaule,Understory,Forb,24-05-2016,25-05-2016,Johnville,285172,5024629,ClosedF,no,flat,25,2,13,13,0,0,0,rhizome,2,NA,81.8,1.9,0.186,0,0,NA,0.119,0,0.305,207.63,344.83,0.0023,0.098,40.9,0.61,NA,0.39,0,1.9551,0.514052,NA,No fine roots,
152,CYAC2,CYAC,Cypripedium_acaule,Understory,Forb,31-05-2016,01-06-2016,Johnville,285279,5024561,ClosedR,no,flat,25,3,18,22,0,0,0,rhizome,2,NA,85.7,2.1,0.225,0,0,NA,0.174,0.0313,0.4303,223,343.33,0.0026,0.107,42.85,0.52,NA,0.4,0.07,1.886,0.51949,NA,,
411,DEAC1,DEAC,Deparia_acrostichoides,Understory,Fern,11-07-2016,12-07-2016,Mont Bellevue,271547,5028994,ClosedF,no,tophill,4,0,23,NA,2,2,2,rhizome,51,NA,234.7,2.36,0.458,0.663,0.087,0.0601,0,0,0.6046,101.25,225.56,0.0023,0.18,4.6,0.9,0.1,0,0,0.2643,14.109851,0.95,,
406,DEAC2,DEAC,Deparia_acrostichoides,Understory,Fern,11-07-2016,12-07-2016,Mont Bellevue,271431,5029083,ClosedF,yes,tophill,5,0,25,NA,2,2,2,rhizome,54,NA,182.1,1.75,0.317,0.772,0.076,0.0402,0,0,0.4328,80.08,173.22,0.0022,0.156,3.37,0.91,0.09,0,0,0.2727,10.937509,0.95,,
409,DEAC3,DEAC,Deparia_acrostichoides,Understory,Fern,11-07-2016,12-07-2016,Mont Bellevue,271547,5028994,ClosedM,yes,midhill,8,0,15,NA,2,2,2,rhizome,47,NA,192.8,1.75,0.3,0.534,0.063,0.0435,0,0,0.4062,75.17,170.56,0.0019,0.159,4.1,0.89,0.11,0,0,0.2654,19.034449,0.95,,
604,DEAC4,DEAC,Deparia_acrostichoides,Understory,Fern,18-08-2016,19-08-2016,Mont Bellevue,271547,5028994,ClosedF,no,bottomhill,7,0,22,NA,2,2,2,rhizome,57,NA,258.5,2.46,0.411,0.84,0.091,0.0796,0,0,0.5812,92.1,229.67,0.0019,0.152,4.53,0.86,0.14,0,0,0.2711,9.482354,0.95,,
605,DEAC5,DEAC,Deparia_acrostichoides,Understory,Fern,18-08-2016,19-08-2016,Mont Bellevue,271547,5028994,ClosedM,no,bottomhill,6,0,28,NA,2,2,2,rhizome,61,NA,276.2,2.92,0.471,0.638,0.065,0.0608,0,0,0.5965,102.67,276.89,0.0019,0.151,4.53,0.9,0.1,0,0,0.3154,10.579653,0.95,,
606,DEAC6,DEAC,Deparia_acrostichoides,Understory,Fern,18-08-2016,19-08-2016,Mont Bellevue,271547,5028994,ClosedF,no,bottomhill,2,0,24,NA,4,4,4,rhizome,59,NA,257.6,2.37,0.473,0.735,0.096,0.116,0,0,0.6845,84.75,224.11,0.0022,0.183,4.37,0.83,0.17,0,0,0.2944,7.491794,0.95,,
607,DEAC7,DEAC,Deparia_acrostichoides,Understory,Fern,18-08-2016,19-08-2016,Mont Bellevue,271547,5028994,ClosedF,no,tophill,6,0,14,NA,3,3,3,rhizome,51,NA,300.2,2.91,0.517,0.594,0.069,0.116,0,0,0.7022,107.67,253.56,0.002,0.167,5.89,0.83,0.17,0,0,0.3157,7.947858,0.95,,
359,DEDI1,DEDI,Dentaria_diphylla,Understory,Forb,30-06-2016,01-07-2016,Mégantic - Saint-Joseph,327239,5038505,GapM,no,flat,14,0,8,NA,0,0,0,rhizome,1,NA,17.5,0.278,0.032,0,0,0.0111,0,0,0.0431,139,288.78,0.0018,0.115,17.51,0.74,0.26,0,0,0.3461,9.424752,0.92,,
360,DEDI10,DEDI,Dentaria_diphylla,Understory,Forb,30-06-2016,01-07-2016,Mégantic - Saint-Joseph,327478,5038367,GapM,no,flat,2,4,19,30,3,3,3,rhizome,2,NA,115.4,1.8,0.202,0,0,0.167,0.0442,0,0.4132,133,356.78,0.0018,0.112,57.71,0.49,0.4,0.11,0,0.3311,7.769129,0.92,,
356,DEDI2,DEDI,Dentaria_diphylla,Understory,Forb,30-06-2016,01-07-2016,Mégantic - Saint-Joseph,327239,5038505,GapM,no,flat,13,0,12.5,NA,0,0,0,rhizome,1,NA,21.5,0.355,0.042,0,0,0.017,0,0,0.059,146.5,308.33,0.0019,0.118,21.55,0.71,0.29,0,0,0.2845,12.89516,0.92,,
355,DEDI3,DEDI,Dentaria_diphylla,Understory,Forb,30-06-2016,01-07-2016,Mégantic - Saint-Joseph,327218,5038495,ClosedM,no,flat,2,4,20,25,3,3,3,rhizome,2,NA,41.9,0.588,0.069,0,0,0.0733,0.012,0,0.1542,129.58,261.67,0.0016,0.117,20.95,0.45,0.48,0.08,0,0.2525,15.046083,0.92,,
354,DEDI4,DEDI,Dentaria_diphylla,Understory,Forb,30-06-2016,01-07-2016,Mégantic - Saint-Joseph,327218,5038495,GapM,no,flat,1,0,9,NA,3,3,3,rhizome,1,NA,27.9,0.464,0.048,0,0,0.0143,0,0,0.0623,129.42,350.44,0.0017,0.103,27.87,0.77,0.23,0,0,0.2258,28.514796,0.92,,
350,DEDI5,DEDI,Dentaria_diphylla,Understory,Forb,30-06-2016,01-07-2016,Mégantic - Saint-Joseph,327218,5038495,ClosedM,no,flat,2,0,13.5,NA,3,3,3,rhizome,1,NA,32.9,0.487,0.051,0,0,0.0151,0,0,0.066,129.67,269.22,0.0015,0.105,32.92,0.77,0.23,0,0,0.2891,26.499452,0.92,,
351,DEDI6,DEDI,Dentaria_diphylla,Understory,Forb,30-06-2016,01-07-2016,Mégantic - Saint-Joseph,327218,5038495,ClosedM,no,flat,3,0,12,NA,3,3,3,rhizome,1,NA,97.3,1.54,0.144,0,0,0.0474,0,0,0.1914,138.83,499.89,0.0015,0.094,97.31,0.75,0.25,0,0,0.3178,21.341397,0.92,,
358,DEDI7,DEDI,Dentaria_diphylla,Understory,Forb,30-06-2016,01-07-2016,Mégantic - Saint-Joseph,327233,5038426,ClosedM,no,midhill,1,0,7.5,NA,4,4,4,rhizome,1,NA,37.9,0.681,0.076,0,0,0.0172,0,0,0.0929,146,380.56,0.002,0.111,37.9,0.81,0.19,0,0,0.2628,36.259318,0.92,,
349,DEDI8,DEDI,Dentaria_diphylla,Understory,Forb,30-06-2016,01-07-2016,Mégantic - Saint-Joseph,327233,5038426,GapF,no,flat,2,4,11,18,3,3,3,rhizome,1,NA,43.7,0.853,0.085,0,0,0.0616,0.0241,0,0.1711,156.83,481.11,0.002,0.1,43.72,0.5,0.36,0.14,0,0.284,16.073892,0.92,,
357,DEDI9,DEDI,Dentaria_diphylla,Understory,Forb,30-06-2016,01-07-2016,Mégantic - Saint-Joseph,327478,5038367,GapM,yes,flat,1,0,11,NA,3,3,3,rhizome,1,NA,71.1,1.21,0.14,0,0,0.0619,0,0,0.2019,149.83,495,0.002,0.116,71.12,0.69,0.31,0,0,0.3495,9.204134,0.92,,
382,DEPU1,DEPU,Dennstaedtia_punctilobula,Understory,Fern,05-07-2016,06-07-2016,Mont Bellevue,284527,5024987,ClosedF,yes,midhill,5,0,26,NA,0,0,0,rhizome,45,NA,213.3,1.17,0.276,0,0.053,0.107,0,0,0.4364,64.5,173.33,0.0015,0.282,4.74,0.75,0.25,0,0,0.2445,8.327672,0.8,,
383,DEPU2,DEPU,Dennstaedtia_punctilobula,Understory,Fern,05-07-2016,06-07-2016,Mont Bellevue,284527,5024987,ClosedF,no,midhill,11,0,27,NA,1,1,1,rhizome,33,NA,220.7,1.24,0.256,0,0.063,0.0988,0,0,0.4176,60.38,136.57,0.0014,0.257,6.69,0.76,0.24,0,0,0.2132,16.689296,0.8,,
377,DEPU3,DEPU,Dennstaedtia_punctilobula,Understory,Fern,05-07-2016,06-07-2016,Mont Bellevue,284527,5024987,GapF,yes,midhill,7,0,14,NA,2,2,2,rhizome,48,NA,245.1,1.44,0.37,0,0.07,0.0423,0,0,0.4826,33.5,114.22,0.0018,0.306,5.11,0.91,0.09,0,0,0.2214,14.569638,0.8,,
378,DEPU4,DEPU,Dennstaedtia_punctilobula,Understory,Fern,05-07-2016,06-07-2016,Mont Bellevue,284527,5024987,GapF,no,midhill,7,0,28,NA,1,1,1,rhizome,42,NA,219.1,1.15,0.274,0,0.059,0.0745,0,0,0.4076,76.75,197.67,0.0015,0.29,5.22,0.82,0.18,0,0,0.1843,21.909615,0.8,,
417,DEPU5,DEPU,Dennstaedtia_punctilobula,Understory,Fern,12-07-2016,13-07-2016,Mont Bellevue,272740,5029573,ClosedF,no,flat,13,0,31,NA,0,0,0,rhizome,53,NA,257.1,1.47,0.283,0.233,0.059,0.0538,0,0,0.3957,44.08,129.78,0.0013,0.201,4.85,0.86,0.14,0,0,0.2757,20.824324,0.8,,
415,DEPU6,DEPU,Dennstaedtia_punctilobula,Understory,Fern,12-07-2016,13-07-2016,Mont Bellevue,272740,5029573,ClosedF,no,flat,12,0,31.5,NA,0,0,0,rhizome,58,NA,394.6,2.26,0.508,0.245,0.079,0.0445,0,0,0.6314,41.8,80.13,0.0015,0.234,6.8,0.93,0.07,0,0,0.2799,12.395051,0.8,,
420,DEPU7,DEPU,Dennstaedtia_punctilobula,Understory,Fern,12-07-2016,13-07-2016,Mont Bellevue,272740,5029573,ClosedF,no,flat,10,0,17,NA,0,0,0,rhizome,48,NA,214.9,1.33,0.301,0.203,0.054,0.0098,0,0,0.3644,37,81.63,0.0017,0.231,4.48,0.97,0.03,0,0,0.3159,8.401906,0.8,,
412,DEPU8,DEPU,Dennstaedtia_punctilobula,Understory,Fern,12-07-2016,13-07-2016,Mont Bellevue,272740,5029573,ClosedF,no,flat,7,0,14,NA,0,0,0,rhizome,46,NA,157.8,1.01,0.227,0.161,0.039,0.0552,0,0,0.321,54.6,129.38,0.0017,0.227,3.43,0.83,0.17,0,0,0.262,9.84513,0.8,,
391,DRIN1,DRIN,Dryopteris_intermedia,Understory,Fern,07-07-2016,08-07-2016,Mont Bellevue,271273,5029348,GapM,no,flat,0,0,28.5,NA,5,5,5,rhizome,50,NA,349.9,3.08,0.602,0.675,0.123,0.106,0,0,0.831,71.08,170.78,0.0021,0.193,7,0.87,0.13,0,0,0.2405,9.990321,0.97,,
402,DRIN10,DRIN,Dryopteris_intermedia,Understory,Fern,11-07-2016,12-07-2016,Mont Bellevue,271431,5029083,ClosedF,yes,midhill,12,0,22,NA,1,1,1,rhizome,37,NA,171.6,1.71,0.411,0.279,0.064,0.0927,0,0,0.5679,90.33,166.44,0.0028,0.239,4.64,0.84,0.16,0,0,0.2642,10.645101,0.97,,
395,DRIN2,DRIN,Dryopteris_intermedia,Understory,Fern,07-07-2016,08-07-2016,Mont Bellevue,271325,5029299,GapF,no,flat,0,0,29,NA,4,4,4,rhizome,45,NA,296.2,1.687,0.416,0.551,0.086,0.0784,0,0,0.5799,27.33,69.22,0.0017,0.224,6.58,0.86,0.14,0,0,0.2632,7.865347,0.97,,
398,DRIN3,DRIN,Dryopteris_intermedia,Understory,Fern,07-07-2016,08-07-2016,Mont Bellevue,271325,5029299,ClosedF,no,flat,0,0,29.5,NA,4,4,4,rhizome,50,NA,225.2,1.87,0.325,0.539,0.083,0.0521,0,0,0.4601,67.25,135.33,0.0018,0.169,4.5,0.89,0.11,0,0,0.2495,9.050457,0.97,,
390,DRIN4,DRIN,Dryopteris_intermedia,Understory,Fern,07-07-2016,08-07-2016,Mont Bellevue,271362,5029244,ClosedM,yes,bottomhill,1,0,19,NA,4,4,4,rhizome,46,NA,174.5,1.52,0.252,0.389,0.06,0.0452,0,0,0.3569,75.6,168,0.0018,0.163,3.79,0.87,0.13,0,0,0.2984,6.220994,0.97,,
384,DRIN5,DRIN,Dryopteris_intermedia,Understory,Fern,07-07-2016,08-07-2016,Mont Bellevue,271362,5029244,ClosedF,yes,bottomhill,4,0,18.5,NA,3,3,3,rhizome,31,NA,103,1.09,0.291,0.102,0.032,0.0671,0,0,0.3902,46.58,118.56,0.0031,0.271,3.32,0.83,0.17,0,0,0.2266,8.176193,0.97,,
397,DRIN7,DRIN,Dryopteris_intermedia,Understory,Fern,07-07-2016,08-07-2016,Mont Bellevue,271371,5029258,ClosedM,no,bottomhill,25,0,9.5,NA,0,0,0,rhizome,35,NA,142.3,1.56,0.379,0.204,0.048,0.0741,0,0,0.5012,98.58,195.22,0.003,0.242,4.07,0.85,0.15,0,0,0.2357,8.930344,0.97,,
405,DRIN8,DRIN,Dryopteris_intermedia,Understory,Fern,11-07-2016,12-07-2016,Mont Bellevue,271431,5029083,ClosedM,yes,midhill,9,0,22.5,NA,2,2,2,rhizome,33,NA,146.7,1.47,0.346,0.227,0.054,0.0751,0,0,0.4747,96.58,199,0.0027,0.235,4.45,0.84,0.16,0,0,0.2738,11.415044,0.97,,
408,DRIN9,DRIN,Dryopteris_intermedia,Understory,Fern,11-07-2016,12-07-2016,Mont Bellevue,271431,5029083,ClosedF,no,midhill,9,0,14.5,NA,1,1,1,rhizome,29,NA,118.8,1.1,0.274,0.11,0.026,0.055,0,0,0.3553,91.1,154.25,0.0025,0.248,4.1,0.85,0.15,0,0,0.2733,10.826484,0.97,,
401,EPHE1,EPHE,Epipactis_helleborine,Understory,Forb,07-07-2016,08-07-2016,Mont Bellevue,271371,5029258,ClosedM,no,bottomhill,7,4,29.5,29,4,4,4,rhizome,16,NA,NA,0.945,0.123,0,0,0.127,0.0141,0,0.2641,98,183,NA,0.13,NA,0.47,0.48,0.05,0,NA,NA,NA,,
403,EPHE2,EPHE,Epipactis_helleborine,Understory,Forb,11-07-2016,12-07-2016,Mont Bellevue,271431,5029083,ClosedF,no,midhill,15,0,16,NA,0,0,0,rhizome,6,NA,46,0.626,0.074,0,0,0.0396,0,0,0.1138,102.58,191.33,0.0016,0.119,7.66,0.65,0.35,0,0,1.8481,0.641576,NA,,
413,EPHE3,EPHE,Epipactis_helleborine,Understory,Forb,12-07-2016,13-07-2016,Mont Bellevue,272594,5029622,ClosedF,no,flat,0,0,19.5,NA,4,4,4,rhizome,5,NA,84.8,1.27,0.173,0,0,0.136,0,0,0.309,93,235,0.002,0.136,16.97,0.56,0.44,0,0,1.794,0.572736,NA,,
416,EPHE4,EPHE,Epipactis_helleborine,Understory,Forb,12-07-2016,13-07-2016,Mont Bellevue,272594,5029622,ClosedF,no,flat,1,2,24.5,24,5,5,5,rhizome,12,NA,135.8,1.97,0.228,0,0,0.096,0.0182,0.115,0.4572,115,248.56,0.0017,0.116,11.32,0.5,0.21,0.04,0.25,2.0792,0.594773,NA,No fine roots,
419,EPHE5,EPHE,Epipactis_helleborine,Understory,Forb,12-07-2016,13-07-2016,Mont Bellevue,272594,5029622,ClosedF,yes,flat,0,2,23.5,23.5,5,5,5,rhizome,8,NA,97.6,1.52,0.231,0,0,0.211,0.0553,0.116,0.6133,136,284.33,0.0024,0.152,12.2,0.38,0.34,0.09,0.19,2.2417,0.335772,NA,,
421,EPHE6,EPHE,Epipactis_helleborine,Understory,Forb,13-07-2016,14-07-2016,Mont Bellevue,271203,5028980,ClosedM,no,midhill,0,2,31.5,33,5,5,5,rhizome,10,NA,130.7,1.94,0.274,0,0,0.215,0.0489,0.0573,0.5952,105.92,228.89,0.0021,0.141,13.07,0.46,0.36,0.08,0.1,1.7845,0.489944,NA,"No roots, storage incomplet",
424,EPHE7,EPHE,Epipactis_helleborine,Understory,Forb,13-07-2016,14-07-2016,Mont Bellevue,271203,5028980,ClosedM,no,midhill,0,0,19.5,NA,5,5,5,rhizome,7,NA,62.5,0.676,0.109,0,0,0.0628,0,0.0796,0.2514,85,193.22,0.0017,0.161,8.93,0.43,0.25,0,0.32,1.546,0.541001,NA,,
